experiment,seed,grammar_name,alphabet_size,num_dfa_states,num_accept_states,train_max_len,test_max_len,train_num_strings,test_num_strings,transition_coverage_train,transition_coverage_test,regime,feature_mode,feature_dim,hidden_dim,state_dim,input_dim,register_type,output_mode,write_fraction,unwritten_mode,epochs,learning_rate,theoretical_k_delta_05,theoretical_k_delta_01,notes,row_type,split,length,train_string_accuracy,test_string_accuracy,length_generalization_accuracy,accept_accuracy,reject_accuracy,transition_accuracy_teacher_forced,transition_accuracy_autonomous,state_tracking_accuracy,final_state_accuracy,valid_next_symbol_accuracy,extracted_transition_table_accuracy,seen_transition_accuracy,unseen_transition_accuracy,ngram_baseline_accuracy,majority_long_baseline_accuracy,topk_k,topk_fraction,masked_topk_accuracy,random_noise_topk_accuracy,keep_current_topk_accuracy,first_k_95,first_k_99
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,length,by_length,17,nan,0.022222222222222223,0.022222222222222223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,length,by_length,23,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,length,by_length,20,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,length,by_length,28,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,length,by_length,22,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,length,by_length,19,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,length,by_length,14,nan,0.2222222222222222,0.2222222222222222,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0.00390625,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0.0078125,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,0.01171875,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,0.015625,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,0.01953125,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,0.0234375,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,0.03125,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,0.0390625,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,0.046875,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16,0.0625,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,0.09375,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,keep_current,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,0.125,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,main,aggregate,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.5,0.945,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,12,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,11,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,7,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,2,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,3,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,10,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,8,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,0,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,6,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,9,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,5,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,1,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,4,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,30,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,27,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,21,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,15,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,18,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,32,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,16,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,29,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,25,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,31,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,24,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,13,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,26,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,17,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,23,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,20,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,28,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,22,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,19,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,14,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0.00390625,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0.0078125,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,0.01171875,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,0.015625,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,0.01953125,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,0.0234375,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,0.03125,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,0.0390625,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,0.046875,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16,0.0625,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,0.09375,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.3,random_noise,1,1.0,5,7,Tomita 1: 1*,topk,masked_topk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,0.125,1.0,nan,nan,1,1
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,random_noise,1,1.0,5,7,Tomita 1: 1*,main,aggregate,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.5,0.945,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,12,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,11,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,7,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,2,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,3,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
exp07_structured_grammar_learning,0,tomita_1,2,2,1,12,32,500,1000,1.0,1.0,full_transition_exposure,exact_pair,4,4,256,16,nearest,sparse_topk,0.5,random_noise,1,1.0,5,7,Tomita 1: 1*,length,by_length,10,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
